index,tag,name,B,H,W,C,P,Q,F,S,dtype,output_dtype,mean_microseconds,arithmetic_intensity,tflops,roofline_tflops,roofline_percent,ok
144,resnet,conv_2d_nchw_fchw_2x56x56x64x3x3x64_i8xi8xi32_stride1,2,56,56,64,3,3,64,1,i8,i32,80.0,223.0595,5.7803,2614.9,0.0022,True
145,resnet,conv_2d_nchw_fchw_2x28x28x128x3x3x128_i8xi8xi32_stride2,2,28,28,128,3,3,128,2,i8,i32,78.0,255.2764,5.9285,2614.9,0.0023,True
146,resnet,conv_2d_nchw_fchw_2x28x28x512x1x1x256_i8xi8xi32_stride2,2,28,28,512,1,1,256,2,i8,i32,60.0,83.0728,6.8507,2614.9,0.0026,True
147,resnet,conv_2d_nchw_fchw_2x28x28x128x3x3x128_i8xi8xi32_stride1,2,28,28,128,3,3,128,1,i8,i32,71.0,391.66,6.513,2614.9,0.0025,True
148,resnet,conv_2d_nchw_fchw_2x14x14x256x3x3x256_i8xi8xi32_stride2,2,14,14,256,3,3,256,2,i8,i32,89.0,318.4654,5.1958,2614.9,0.002,True
149,resnet,conv_2d_nchw_fchw_2x14x14x1024x1x1x512_i8xi8xi32_stride2,2,14,14,1024,1,1,512,2,i8,i32,68.0,140.1564,6.0447,2614.9,0.0023,True
150,resnet,conv_2d_nchw_fchw_2x14x14x256x3x3x256_i8xi8xi32_stride1,2,14,14,256,3,3,256,1,i8,i32,87.0,412.0292,5.3152,2614.9,0.002,True
151,resnet,conv_2d_nchw_fchw_2x7x7x512x3x3x512_i8xi8xi32_stride2,2,7,7,512,3,3,512,2,i8,i32,88.0,163.8549,5.2548,2614.9,0.002,True
152,resnet,conv_2d_nchw_fchw_2x7x7x2048x1x1x1024_i8xi8xi32_stride2,2,7,7,2048,1,1,1024,2,i8,i32,64.0,124.5062,6.4225,2614.9,0.0025,True
153,resnet,conv_2d_nchw_fchw_2x7x7x512x3x3x512_i8xi8xi32_stride1,2,7,7,512,3,3,512,1,i8,i32,84.0,174.9647,5.505,2614.9,0.0021,True
154,resnet,conv_2d_nchw_fchw_4x112x112x64x7x7x3_i8xi8xi32_stride2,4,112,112,64,7,7,3,2,i8,i32,219.0,66.7032,4.311,2614.9,0.0016,True
155,resnet,conv_2d_nchw_fchw_4x56x56x64x3x3x64_i8xi8xi32_stride1,4,56,56,64,3,3,64,1,i8,i32,87.0,225.0606,10.6304,2614.9,0.0041,True
156,resnet,conv_2d_nchw_fchw_4x28x28x128x3x3x128_i8xi8xi32_stride2,4,28,28,128,3,3,128,2,i8,i32,85.0,266.1072,10.8805,2614.9,0.0042,True
157,resnet,conv_2d_nchw_fchw_4x28x28x512x1x1x256_i8xi8xi32_stride2,4,28,28,512,1,1,256,2,i8,i32,69.0,84.1879,11.9143,2614.9,0.0046,True
158,resnet,conv_2d_nchw_fchw_4x28x28x128x3x3x128_i8xi8xi32_stride1,4,28,28,128,3,3,128,1,i8,i32,88.0,417.7465,10.5096,2614.9,0.004,True
159,resnet,conv_2d_nchw_fchw_4x14x14x256x3x3x256_i8xi8xi32_stride2,4,14,14,256,3,3,256,2,i8,i32,88.0,399.6319,10.5096,2614.9,0.004,True
160,resnet,conv_2d_nchw_fchw_4x14x14x1024x1x1x512_i8xi8xi32_stride2,4,14,14,1024,1,1,512,2,i8,i32,88.0,153.9141,9.3419,2614.9,0.0036,True
161,resnet,conv_2d_nchw_fchw_4x14x14x256x3x3x256_i8xi8xi32_stride1,4,14,14,256,3,3,256,1,i8,i32,91.0,558.8911,10.1631,2614.9,0.0039,True
162,resnet,conv_2d_nchw_fchw_4x7x7x512x3x3x512_i8xi8xi32_stride2,4,7,7,512,3,3,512,2,i8,i32,120.0,281.5362,7.707,2614.9,0.0029,True
163,resnet,conv_2d_nchw_fchw_4x7x7x2048x1x1x1024_i8xi8xi32_stride2,4,7,7,2048,1,1,1024,2,i8,i32,72.0,182.4582,11.4178,2614.9,0.0044,True
164,resnet,conv_2d_nchw_fchw_4x7x7x512x3x3x512_i8xi8xi32_stride1,4,7,7,512,3,3,512,1,i8,i32,119.0,316.014,7.7718,2614.9,0.003,True
165,resnet,conv_2d_nchw_fchw_8x112x112x64x7x7x3_i8xi8xi32_stride2,8,112,112,64,7,7,3,2,i8,i32,385.0,66.7254,4.9045,2614.9,0.0019,True
166,resnet,conv_2d_nchw_fchw_8x56x56x64x3x3x64_i8xi8xi32_stride1,8,56,56,64,3,3,64,1,i8,i32,95.0,226.0746,19.4704,2614.9,0.0074,True
167,resnet,conv_2d_nchw_fchw_8x28x28x128x3x3x128_i8xi8xi32_stride2,8,28,28,128,3,3,128,2,i8,i32,90.0,271.8748,20.5521,2614.9,0.0079,True
168,resnet,conv_2d_nchw_fchw_8x28x28x512x1x1x256_i8xi8xi32_stride2,8,28,28,512,1,1,256,2,i8,i32,74.0,84.7568,22.2185,2614.9,0.0085,True
169,resnet,conv_2d_nchw_fchw_8x28x28x128x3x3x128_i8xi8xi32_stride1,8,28,28,128,3,3,128,1,i8,i32,93.0,432.1378,19.8891,2614.9,0.0076,True
170,resnet,conv_2d_nchw_fchw_8x14x14x256x3x3x256_i8xi8xi32_stride2,8,14,14,256,3,3,256,2,i8,i32,135.0,457.9959,13.7014,2614.9,0.0052,True
171,resnet,conv_2d_nchw_fchw_8x14x14x1024x1x1x512_i8xi8xi32_stride2,8,14,14,1024,1,1,512,2,i8,i32,88.0,161.8581,18.6837,2614.9,0.0071,True
172,resnet,conv_2d_nchw_fchw_8x14x14x256x3x3x256_i8xi8xi32_stride1,8,14,14,256,3,3,256,1,i8,i32,140.0,680.0964,13.2121,2614.9,0.0051,True
173,resnet,conv_2d_nchw_fchw_8x7x7x512x3x3x512_i8xi8xi32_stride2,8,7,7,512,3,3,512,2,i8,i32,114.0,439.284,16.2253,2614.9,0.0062,True
174,resnet,conv_2d_nchw_fchw_8x7x7x2048x1x1x1024_i8xi8xi32_stride2,8,7,7,2048,1,1,1024,2,i8,i32,96.0,237.8009,17.1267,2614.9,0.0065,True
175,resnet,conv_2d_nchw_fchw_8x7x7x512x3x3x512_i8xi8xi32_stride1,8,7,7,512,3,3,512,1,i8,i32,128.0,529.4068,14.4507,2614.9,0.0055,True
176,unet,conv_2d_nhwc_hwcf_1x128x128x16x3x3x320_f16xf16xf32_stride1,1,128,128,16,3,3,320,1,f16,f32,61.0,69.8906,24.7533,1307.4,0.0189,True
177,unet,conv_2d_nhwc_hwcf_1x128x128x320x3x3x320_f16xf16xf32_stride1,1,128,128,320,3,3,320,1,f16,f32,173.0,897.9584,174.5606,1307.4,0.1335,True
178,unet,conv_2d_nhwc_hwcf_1x64x64x320x3x3x320_f16xf16xf32_stride2,1,64,64,320,3,3,320,2,f16,f32,146.0,421.7246,51.7106,1307.4,0.0396,True
179,unet,conv_2d_nhwc_hwcf_1x64x64x320x3x3x640_f16xf16xf32_stride1,1,64,64,320,3,3,640,1,f16,f32,115.0,890.3004,131.3,1307.4,0.1004,True
180,unet,conv_2d_nhwc_hwcf_1x64x64x640x3x3x640_f16xf16xf32_stride1,1,64,64,640,3,3,640,1,f16,f32,188.0,1288.6694,160.6329,1307.4,0.1229,True
181,unet,conv_2d_nhwc_hwcf_1x64x64x320x1x1x640_f16xf16xf32_stride1,1,64,64,320,1,1,640,1,f16,f32,52.0,124.1212,32.2639,1307.4,0.0247,True
182,unet,conv_2d_nhwc_hwcf_1x32x32x640x3x3x640_f16xf16xf32_stride2,1,32,32,640,3,3,640,2,f16,f32,189.0,484.8931,39.9458,1307.4,0.0306,True
183,unet,conv_2d_nhwc_hwcf_1x32x32x640x3x3x1280_f16xf16xf32_stride1,1,32,32,640,3,3,1280,1,f16,f32,190.0,703.3437,79.471,1307.4,0.0608,True
184,unet,conv_2d_nhwc_hwcf_1x32x32x1280x3x3x1280_f16xf16xf32_stride1,1,32,32,1280,3,3,1280,1,f16,f32,310.0,801.1736,97.4161,1307.4,0.0745,True
185,unet,conv_2d_nhwc_hwcf_1x32x32x640x1x1x1280_f16xf16xf32_stride1,1,32,32,640,1,1,1280,1,f16,f32,58.0,204.8,28.9262,1307.4,0.0221,True
186,unet,conv_2d_nhwc_hwcf_1x32x32x2560x3x3x1280_f16xf16xf32_stride1,1,32,32,2560,3,3,1280,1,f16,f32,577.0,861.0569,104.6759,1307.4,0.0801,True
187,unet,conv_2d_nhwc_hwcf_1x32x32x2560x1x1x1280_f16xf16xf32_stride1,1,32,32,2560,1,1,1280,1,f16,f32,100.0,393.8462,67.1089,1307.4,0.0513,True
188,unet,conv_2d_nhwc_hwcf_1x32x32x1920x3x3x1280_f16xf16xf32_stride1,1,32,32,1920,3,3,1280,1,f16,f32,437.0,840.1253,103.6579,1307.4,0.0793,True
189,unet,conv_2d_nhwc_hwcf_1x32x32x1920x1x1x1280_f16xf16xf32_stride1,1,32,32,1920,1,1,1280,1,f16,f32,89.0,357.2093,56.5524,1307.4,0.0433,True
190,unet,conv_2d_nhwc_hwcf_1x64x64x1280x3x3x1280_f16xf16xf32_stride1,1,64,64,1280,3,3,1280,1,f16,f32,471.0,1960.5252,256.467,1307.4,0.1962,True
191,unet,conv_2d_nhwc_hwcf_1x64x64x1920x3x3x640_f16xf16xf32_stride1,1,64,64,1920,3,3,640,1,f16,f32,480.0,1836.5044,188.7437,1307.4,0.1444,True
192,unet,conv_2d_nhwc_hwcf_1x64x64x1920x1x1x640_f16xf16xf32_stride1,1,64,64,1920,1,1,640,1,f16,f32,98.0,351.0857,102.7176,1307.4,0.0786,True
193,unet,conv_2d_nhwc_hwcf_1x64x64x1280x3x3x640_f16xf16xf32_stride1,1,64,64,1280,3,3,640,1,f16,f32,337.0,1660.0732,179.2225,1307.4,0.1371,True
194,unet,conv_2d_nhwc_hwcf_1x64x64x1280x1x1x640_f16xf16xf32_stride1,1,64,64,1280,1,1,640,1,f16,f32,86.0,296.8116,78.0336,1307.4,0.0597,True
195,unet,conv_2d_nhwc_hwcf_1x64x64x960x3x3x640_f16xf16xf32_stride1,1,64,64,960,3,3,640,1,f16,f32,250.0,1514.5699,181.1939,1307.4,0.1386,True
196,unet,conv_2d_nhwc_hwcf_1x64x64x960x1x1x640_f16xf16xf32_stride1,1,64,64,960,1,1,640,1,f16,f32,80.0,257.0711,62.9146,1307.4,0.0481,True
197,unet,conv_2d_nhwc_hwcf_1x128x128x640x3x3x640_f16xf16xf32_stride1,1,128,128,640,3,3,640,1,f16,f32,341.0,1702.6023,354.2403,1307.4,0.271,True
198,unet,conv_2d_nhwc_hwcf_1x128x128x960x3x3x320_f16xf16xf32_stride1,1,128,128,960,3,3,320,1,f16,f32,407.0,1536.8672,222.597,1307.4,0.1703,True
199,unet,conv_2d_nhwc_hwcf_1x128x128x960x1x1x320_f16xf16xf32_stride1,1,128,128,960,1,1,320,1,f16,f32,90.0,189.7761,111.8481,1307.4,0.0856,True
200,unet,conv_2d_nhwc_hwcf_1x128x128x640x3x3x320_f16xf16xf32_stride1,1,128,128,640,3,3,320,1,f16,f32,290.0,1304.776,208.2689,1307.4,0.1593,True
201,unet,conv_2d_nhwc_hwcf_1x128x128x640x1x1x320_f16xf16xf32_stride1,1,128,128,640,1,1,320,1,f16,f32,85.0,158.4526,78.9516,1307.4,0.0604,True
202,unet,conv_2d_nhwc_hwcf_1x128x128x320x3x3x16_f16xf16xf32_stride1,1,128,128,320,3,3,16,1,f16,f32,90.0,126.2844,16.7772,1307.4,0.0128,True
203,unet,conv_2d_nhwc_hwcf_2x128x128x16x3x3x320_f16xf16xf32_stride1,2,128,128,16,3,3,320,1,f16,f32,68.0,70.04,44.4103,1307.4,0.034,True
204,unet,conv_2d_nhwc_hwcf_2x128x128x320x3x3x320_f16xf16xf32_stride1,2,128,128,320,3,3,320,1,f16,f32,320.0,923.259,188.7437,1307.4,0.1444,True
205,unet,conv_2d_nhwc_hwcf_2x64x64x320x3x3x320_f16xf16xf32_stride2,2,64,64,320,3,3,320,2,f16,f32,142.0,444.6133,106.3345,1307.4,0.0813,True
206,unet,conv_2d_nhwc_hwcf_2x64x64x320x3x3x640_f16xf16xf32_stride1,2,64,64,320,3,3,640,1,f16,f32,146.0,998.8552,206.8424,1307.4,0.1582,True
207,unet,conv_2d_nhwc_hwcf_2x64x64x640x3x3x640_f16xf16xf32_stride1,2,64,64,640,3,3,640,1,f16,f32,241.0,1529.23,250.614,1307.4,0.1917,True
208,unet,conv_2d_nhwc_hwcf_2x64x64x320x1x1x640_f16xf16xf32_stride1,2,64,64,320,1,1,640,1,f16,f32,70.0,126.0308,47.9349,1307.4,0.0367,True
209,unet,conv_2d_nhwc_hwcf_2x32x32x640x3x3x640_f16xf16xf32_stride2,2,32,32,640,3,3,640,2,f16,f32,189.0,635.3124,79.8915,1307.4,0.0611,True
210,unet,conv_2d_nhwc_hwcf_2x32x32x640x3x3x1280_f16xf16xf32_stride1,2,32,32,640,3,3,1280,1,f16,f32,183.0,1071.2386,165.0218,1307.4,0.1262,True
211,unet,conv_2d_nhwc_hwcf_2x32x32x1280x3x3x1280_f16xf16xf32_stride1,2,32,32,1280,3,3,1280,1,f16,f32,311.0,1315.9839,194.2057,1307.4,0.1485,True
212,unet,conv_2d_nhwc_hwcf_2x32x32x640x1x1x1280_f16xf16xf32_stride1,2,32,32,640,1,1,1280,1,f16,f32,72.0,227.5556,46.6034,1307.4,0.0356,True
213,unet,conv_2d_nhwc_hwcf_2x32x32x2560x3x3x1280_f16xf16xf32_stride1,2,32,32,2560,3,3,1280,1,f16,f32,578.0,1485.7028,208.9895,1307.4,0.1599,True
214,unet,conv_2d_nhwc_hwcf_2x32x32x2560x1x1x1280_f16xf16xf32_stride1,2,32,32,2560,1,1,1280,1,f16,f32,116.0,487.619,115.7049,1307.4,0.0885,True
215,unet,conv_2d_nhwc_hwcf_2x32x32x1920x3x3x1280_f16xf16xf32_stride1,2,32,32,1920,3,3,1280,1,f16,f32,445.0,1424.4663,203.5887,1307.4,0.1557,True
216,unet,conv_2d_nhwc_hwcf_2x32x32x1920x1x1x1280_f16xf16xf32_stride1,2,32,32,1920,1,1,1280,1,f16,f32,95.0,432.6761,105.9614,1307.4,0.081,True
217,unet,conv_2d_nhwc_hwcf_2x64x64x1280x3x3x1280_f16xf16xf32_stride1,2,64,64,1280,3,3,1280,1,f16,f32,624.0,2577.3389,387.1665,1307.4,0.2961,True
218,unet,conv_2d_nhwc_hwcf_2x64x64x1920x3x3x640_f16xf16xf32_stride1,2,64,64,1920,3,3,640,1,f16,f32,620.0,2367.1866,292.2483,1307.4,0.2235,True
219,unet,conv_2d_nhwc_hwcf_2x64x64x1920x1x1x640_f16xf16xf32_stride1,2,64,64,1920,1,1,640,1,f16,f32,124.0,366.806,162.3602,1307.4,0.1242,True
220,unet,conv_2d_nhwc_hwcf_2x64x64x1280x3x3x640_f16xf16xf32_stride1,2,64,64,1280,3,3,640,1,f16,f32,436.0,2081.9767,277.0549,1307.4,0.2119,True
221,unet,conv_2d_nhwc_hwcf_2x64x64x1280x1x1x640_f16xf16xf32_stride1,2,64,64,1280,1,1,640,1,f16,f32,103.0,307.9699,130.3085,1307.4,0.0997,True
222,unet,conv_2d_nhwc_hwcf_2x64x64x960x3x3x640_f16xf16xf32_stride1,2,64,64,960,3,3,640,1,f16,f32,369.0,1858.1035,245.5202,1307.4,0.1878,True
223,unet,conv_2d_nhwc_hwcf_2x64x64x960x1x1x640_f16xf16xf32_stride1,2,64,64,960,1,1,640,1,f16,f32,92.0,265.3996,109.4166,1307.4,0.0837,True
224,unet,conv_2d_nhwc_hwcf_2x128x128x640x3x3x640_f16xf16xf32_stride1,2,128,128,640,3,3,640,1,f16,f32,534.0,1795.9169,452.4193,1307.4,0.346,True
225,unet,conv_2d_nhwc_hwcf_2x128x128x960x3x3x320_f16xf16xf32_stride1,2,128,128,960,3,3,320,1,f16,f32,870.0,1612.4956,208.2689,1307.4,0.1593,True
226,unet,conv_2d_nhwc_hwcf_2x128x128x960x1x1x320_f16xf16xf32_stride1,2,128,128,960,1,1,320,1,f16,f32,122.0,190.8816,165.0218,1307.4,0.1262,True
227,unet,conv_2d_nhwc_hwcf_2x128x128x640x3x3x320_f16xf16xf32_stride1,2,128,128,640,3,3,320,1,f16,f32,545.0,1358.8849,221.644,1307.4,0.1695,True
228,unet,conv_2d_nhwc_hwcf_2x128x128x640x1x1x320_f16xf16xf32_stride1,2,128,128,640,1,1,320,1,f16,f32,100.0,159.2225,134.2177,1307.4,0.1027,True
229,unet,conv_2d_nhwc_hwcf_2x128x128x320x3x3x16_f16xf16xf32_stride1,2,128,128,320,3,3,16,1,f16,f32,133.0,126.773,22.706,1307.4,0.0174,True
230,unet,conv_2d_nhwc_hwcf_4x128x128x16x3x3x320_f16xf16xf32_stride1,4,128,128,16,3,3,320,1,f16,f32,74.0,70.1149,81.6189,1307.4,0.0624,True
231,unet,conv_2d_nhwc_hwcf_4x128x128x320x3x3x320_f16xf16xf32_stride1,4,128,128,320,3,3,320,1,f16,f32,524.0,936.4515,230.5266,1307.4,0.1763,True
232,unet,conv_2d_nhwc_hwcf_4x64x64x320x3x3x320_f16xf16xf32_stride2,4,64,64,320,3,3,320,2,f16,f32,178.0,457.0153,169.6572,1307.4,0.1298,True
233,unet,conv_2d_nhwc_hwcf_4x64x64x320x3x3x640_f16xf16xf32_stride1,4,64,64,320,3,3,640,1,f16,f32,189.0,1063.7042,319.566,1307.4,0.2444,True
234,unet,conv_2d_nhwc_hwcf_4x64x64x640x3x3x640_f16xf16xf32_stride1,4,64,64,640,3,3,640,1,f16,f32,333.0,1686.6571,362.7506,1307.4,0.2775,True
235,unet,conv_2d_nhwc_hwcf_4x64x64x320x1x1x640_f16xf16xf32_stride1,4,64,64,320,1,1,640,1,f16,f32,74.0,127.0078,90.6877,1307.4,0.0694,True
236,unet,conv_2d_nhwc_hwcf_4x32x32x640x3x3x640_f16xf16xf32_stride2,4,32,32,640,3,3,640,2,f16,f32,193.0,751.9429,156.4714,1307.4,0.1197,True
237,unet,conv_2d_nhwc_hwcf_4x32x32x640x3x3x1280_f16xf16xf32_stride1,4,32,32,640,3,3,1280,1,f16,f32,254.0,1450.6247,237.7873,1307.4,0.1819,True
238,unet,conv_2d_nhwc_hwcf_4x32x32x1280x3x3x1280_f16xf16xf32_stride1,4,32,32,1280,3,3,1280,1,f16,f32,464.0,1938.9349,260.3361,1307.4,0.1991,True
239,unet,conv_2d_nhwc_hwcf_4x32x32x640x1x1x1280_f16xf16xf32_stride1,4,32,32,640,1,1,1280,1,f16,f32,80.0,240.9412,83.8861,1307.4,0.0642,True
240,unet,conv_2d_nhwc_hwcf_4x32x32x2560x3x3x1280_f16xf16xf32_stride1,4,32,32,2560,3,3,1280,1,f16,f32,884.0,2331.3202,273.294,1307.4,0.209,True
241,unet,conv_2d_nhwc_hwcf_4x32x32x2560x1x1x1280_f16xf16xf32_stride1,4,32,32,2560,1,1,1280,1,f16,f32,158.0,553.5135,169.8959,1307.4,0.1299,True
242,unet,conv_2d_nhwc_hwcf_4x32x32x1920x3x3x1280_f16xf16xf32_stride1,4,32,32,1920,3,3,1280,1,f16,f32,669.0,2183.9941,270.8429,1307.4,0.2072,True
243,unet,conv_2d_nhwc_hwcf_4x32x32x1920x1x1x1280_f16xf16xf32_stride1,4,32,32,1920,1,1,1280,1,f16,f32,139.0,483.7795,144.8393,1307.4,0.1108,True
244,unet,conv_2d_nhwc_hwcf_4x64x64x1280x3x3x1280_f16xf16xf32_stride1,4,64,64,1280,3,3,1280,1,f16,f32,1060.0,3058.4599,455.8338,1307.4,0.3487,True
245,unet,conv_2d_nhwc_hwcf_4x64x64x1920x3x3x640_f16xf16xf32_stride1,4,64,64,1920,3,3,640,1,f16,f32,889.0,2766.9617,407.6354,1307.4,0.3118,True
246,unet,conv_2d_nhwc_hwcf_4x64x64x1920x1x1x640_f16xf16xf32_stride1,4,64,64,1920,1,1,640,1,f16,f32,173.0,375.2061,232.7475,1307.4,0.178,True
247,unet,conv_2d_nhwc_hwcf_4x64x64x1280x3x3x640_f16xf16xf32_stride1,4,64,64,1280,3,3,640,1,f16,f32,645.0,2385.0546,374.5611,1307.4,0.2865,True
248,unet,conv_2d_nhwc_hwcf_4x64x64x1280x1x1x640_f16xf16xf32_stride1,4,64,64,1280,1,1,640,1,f16,f32,142.0,313.8697,189.0391,1307.4,0.1446,True
249,unet,conv_2d_nhwc_hwcf_4x64x64x960x3x3x640_f16xf16xf32_stride1,4,64,64,960,3,3,640,1,f16,f32,471.0,2095.7859,384.7005,1307.4,0.2942,True
250,unet,conv_2d_nhwc_hwcf_4x64x64x960x1x1x640_f16xf16xf32_stride1,4,64,64,960,1,1,640,1,f16,f32,118.0,269.7695,170.6158,1307.4,0.1305,True
251,unet,conv_2d_nhwc_hwcf_4x128x128x640x3x3x640_f16xf16xf32_stride1,4,128,128,640,3,3,640,1,f16,f32,953.0,1846.518,507.0135,1307.4,0.3878,True
252,unet,conv_2d_nhwc_hwcf_4x128x128x960x3x3x320_f16xf16xf32_stride1,4,128,128,960,3,3,320,1,f16,f32,1450.0,1653.1714,249.9227,1307.4,0.1912,True
253,unet,conv_2d_nhwc_hwcf_4x128x128x960x1x1x320_f16xf16xf32_stride1,4,128,128,960,1,1,320,1,f16,f32,182.0,191.4391,221.238,1307.4,0.1692,True
254,unet,conv_2d_nhwc_hwcf_4x128x128x640x3x3x320_f16xf16xf32_stride1,4,128,128,640,3,3,320,1,f16,f32,950.0,1387.6579,254.3073,1307.4,0.1945,True
255,unet,conv_2d_nhwc_hwcf_4x128x128x640x1x1x320_f16xf16xf32_stride1,4,128,128,640,1,1,320,1,f16,f32,156.0,159.6103,172.074,1307.4,0.1316,True
256,unet,conv_2d_nhwc_hwcf_4x128x128x320x3x3x16_f16xf16xf32_stride1,4,128,128,320,3,3,16,1,f16,f32,132.0,127.0187,45.756,1307.4,0.035,True
257,unet,conv_2d_nhwc_hwcf_8x128x128x16x3x3x320_f16xf16xf32_stride1,8,128,128,16,3,3,320,1,f16,f32,96.0,70.1524,125.8291,1307.4,0.0962,True
258,unet,conv_2d_nhwc_hwcf_8x128x128x320x3x3x320_f16xf16xf32_stride1,8,128,128,320,3,3,320,1,f16,f32,883.0,943.1902,273.6035,1307.4,0.2093,True
259,unet,conv_2d_nhwc_hwcf_8x64x64x320x3x3x320_f16xf16xf32_stride2,8,64,64,320,3,3,320,2,f16,f32,307.0,463.4795,196.7361,1307.4,0.1505,True
260,unet,conv_2d_nhwc_hwcf_8x64x64x320x3x3x640_f16xf16xf32_stride1,8,64,64,320,3,3,640,1,f16,f32,297.0,1099.3924,406.7204,1307.4,0.3111,True
261,unet,conv_2d_nhwc_hwcf_8x64x64x640x3x3x640_f16xf16xf32_stride1,8,64,64,640,3,3,640,1,f16,f32,539.0,1778.1851,448.2225,1307.4,0.3428,True
262,unet,conv_2d_nhwc_hwcf_8x64x64x320x1x1x640_f16xf16xf32_stride1,8,64,64,320,1,1,640,1,f16,f32,98.0,127.5019,136.9569,1307.4,0.1048,True
263,unet,conv_2d_nhwc_hwcf_8x32x32x640x3x3x640_f16xf16xf32_stride2,8,32,32,640,3,3,640,2,f16,f32,251.0,827.9394,240.6294,1307.4,0.1841,True
264,unet,conv_2d_nhwc_hwcf_8x32x32x640x3x3x1280_f16xf16xf32_stride1,8,32,32,640,3,3,1280,1,f16,f32,349.0,1762.7735,346.1202,1307.4,0.2647,True
265,unet,conv_2d_nhwc_hwcf_8x32x32x1280x3x3x1280_f16xf16xf32_stride1,8,32,32,1280,3,3,1280,1,f16,f32,640.0,2540.155,377.4874,1307.4,0.2887,True
266,unet,conv_2d_nhwc_hwcf_8x32x32x640x1x1x1280_f16xf16xf32_stride1,8,32,32,640,1,1,1280,1,f16,f32,98.0,248.2424,136.9569,1307.4,0.1048,True
267,unet,conv_2d_nhwc_hwcf_8x32x32x2560x3x3x1280_f16xf16xf32_stride1,8,32,32,2560,3,3,1280,1,f16,f32,1220.0,3258.6961,396.0523,1307.4,0.3029,True
268,unet,conv_2d_nhwc_hwcf_8x32x32x2560x1x1x1280_f16xf16xf32_stride1,8,32,32,2560,1,1,1280,1,f16,f32,224.0,593.6232,239.6745,1307.4,0.1833,True
269,unet,conv_2d_nhwc_hwcf_8x32x32x1920x3x3x1280_f16xf16xf32_stride1,8,32,32,1920,3,3,1280,1,f16,f32,917.0,2977.9064,395.1885,1307.4,0.3023,True
270,unet,conv_2d_nhwc_hwcf_8x32x32x1920x1x1x1280_f16xf16xf32_stride1,8,32,32,1920,1,1,1280,1,f16,f32,190.0,514.1423,211.9227,1307.4,0.1621,True
271,unet,conv_2d_nhwc_hwcf_8x64x64x1280x3x3x1280_f16xf16xf32_stride1,8,64,64,1280,3,3,1280,1,f16,f32,1950.0,3373.3143,495.5731,1307.4,0.3791,True
272,unet,conv_2d_nhwc_hwcf_8x64x64x1920x3x3x640_f16xf16xf32_stride1,8,64,64,1920,3,3,640,1,f16,f32,1540.0,3022.1554,470.6336,1307.4,0.36,True
273,unet,conv_2d_nhwc_hwcf_8x64x64x1920x1x1x640_f16xf16xf32_stride1,8,64,64,1920,1,1,640,1,f16,f32,270.0,379.5521,298.2616,1307.4,0.2281,True
274,unet,conv_2d_nhwc_hwcf_8x64x64x1280x3x3x640_f16xf16xf32_stride1,8,64,64,1280,3,3,640,1,f16,f32,1100.0,2572.2809,439.258,1307.4,0.336,True
275,unet,conv_2d_nhwc_hwcf_8x64x64x1280x1x1x640_f16xf16xf32_stride1,8,64,64,1280,1,1,640,1,f16,f32,215.0,316.9052,249.7074,1307.4,0.191,True
276,unet,conv_2d_nhwc_hwcf_8x64x64x960x3x3x640_f16xf16xf32_stride1,8,64,64,960,3,3,640,1,f16,f32,793.0,2238.9877,456.9834,1307.4,0.3495,True
277,unet,conv_2d_nhwc_hwcf_8x64x64x960x1x1x640_f16xf16xf32_stride1,8,64,64,960,1,1,640,1,f16,f32,171.0,272.0089,235.4697,1307.4,0.1801,True
278,unet,conv_2d_nhwc_hwcf_8x128x128x640x3x3x640_f16xf16xf32_stride1,8,128,128,640,3,3,640,1,f16,f32,1820.0,1872.9031,530.9712,1307.4,0.4061,True
279,unet,conv_2d_nhwc_hwcf_8x128x128x960x3x3x320_f16xf16xf32_stride1,8,128,128,960,3,3,320,1,f16,f32,2700.0,1674.2887,268.4355,1307.4,0.2053,True
280,unet,conv_2d_nhwc_hwcf_8x128x128x960x1x1x320_f16xf16xf32_stride1,8,128,128,960,1,1,320,1,f16,f32,326.0,191.7192,247.0265,1307.4,0.1889,True
281,unet,conv_2d_nhwc_hwcf_8x128x128x640x3x3x320_f16xf16xf32_stride1,8,128,128,640,3,3,320,1,f16,f32,1630.0,1402.5062,296.4318,1307.4,0.2267,True
282,unet,conv_2d_nhwc_hwcf_8x128x128x640x1x1x320_f16xf16xf32_stride1,8,128,128,640,1,1,320,1,f16,f32,241.0,159.8049,222.768,1307.4,0.1704,True
283,unet,conv_2d_nhwc_hwcf_8x128x128x320x3x3x16_f16xf16xf32_stride1,8,128,128,320,3,3,16,1,f16,f32,188.0,127.1419,64.2532,1307.4,0.0491,True
284,unet,conv_2d_nhwc_hwcf_1x128x128x16x3x3x320_i8xi8xi32_stride1,1,128,128,16,3,3,320,1,i8,i32,53.0,70.9296,28.4896,2614.9,0.0109,True
285,unet,conv_2d_nhwc_hwcf_1x128x128x320x3x3x320_i8xi8xi32_stride1,1,128,128,320,3,3,320,1,i8,i32,113.0,1106.1447,267.2477,2614.9,0.1022,True
286,unet,conv_2d_nhwc_hwcf_1x64x64x320x3x3x320_i8xi8xi32_stride2,1,64,64,320,3,3,320,2,i8,i32,92.0,652.388,82.0625,2614.9,0.0314,True
