index,tag,name,B,H,W,C,P,Q,F,S,dtype,output_dtype,mean_microseconds,arithmetic_intensity,tflops,roofline_tflops,roofline_percent,ok
286,unet,conv_2d_nchw_fchw_8x32x32x640x1x1x1280_f16xf16xf32_stride1,8,32,32,640,1,1,1280,1,f16,f32,379.0,248.2424,35.4136,1307.4,0.0271,True
287,unet,conv_2d_nchw_fchw_8x32x32x2560x3x3x1280_f16xf16xf32_stride1,8,32,32,2560,3,3,1280,1,f16,f32,30800.0,3258.6961,15.6878,1307.4,0.012,True
288,unet,conv_2d_nchw_fchw_8x32x32x2560x1x1x1280_f16xf16xf32_stride1,8,32,32,2560,1,1,1280,1,f16,f32,1190.0,593.6232,45.1152,1307.4,0.0345,True
289,unet,conv_2d_nchw_fchw_8x32x32x1920x3x3x1280_f16xf16xf32_stride1,8,32,32,1920,3,3,1280,1,f16,f32,21600.0,2977.9064,16.7772,1307.4,0.0128,True
290,unet,conv_2d_nchw_fchw_8x32x32x1920x1x1x1280_f16xf16xf32_stride1,8,32,32,1920,1,1,1280,1,f16,f32,905.0,514.1423,44.4921,1307.4,0.034,True
291,unet,conv_2d_nchw_fchw_8x64x64x1280x3x3x1280_f16xf16xf32_stride1,8,64,64,1280,3,3,1280,1,f16,f32,115000.0,3373.3143,8.4032,1307.4,0.0064,True
292,unet,conv_2d_nchw_fchw_8x64x64x1920x3x3x640_f16xf16xf32_stride1,8,64,64,1920,3,3,640,1,f16,f32,92500.0,3022.1554,7.8354,1307.4,0.006,True
293,unet,conv_2d_nchw_fchw_8x64x64x1920x1x1x640_f16xf16xf32_stride1,8,64,64,1920,1,1,640,1,f16,f32,4510.0,379.5521,17.856,1307.4,0.0137,True
294,unet,conv_2d_nchw_fchw_8x64x64x1280x3x3x640_f16xf16xf32_stride1,8,64,64,1280,3,3,640,1,f16,f32,57400.0,2572.2809,8.4178,1307.4,0.0064,True
295,unet,conv_2d_nchw_fchw_8x64x64x1280x1x1x640_f16xf16xf32_stride1,8,64,64,1280,1,1,640,1,f16,f32,2740.0,316.9052,19.5938,1307.4,0.015,True
296,unet,conv_2d_nchw_fchw_8x64x64x960x3x3x640_f16xf16xf32_stride1,8,64,64,960,3,3,640,1,f16,f32,39000.0,2238.9877,9.292,1307.4,0.0071,True
297,unet,conv_2d_nchw_fchw_8x64x64x960x1x1x640_f16xf16xf32_stride1,8,64,64,960,1,1,640,1,f16,f32,1880.0,272.0089,21.4177,1307.4,0.0164,True
298,unet,conv_2d_nchw_fchw_8x128x128x640x3x3x640_f16xf16xf32_stride1,8,128,128,640,3,3,640,1,f16,f32,107000.0,1872.9031,9.0315,1307.4,0.0069,True
299,unet,conv_2d_nchw_fchw_8x128x128x960x3x3x320_f16xf16xf32_stride1,8,128,128,960,3,3,320,1,f16,f32,92800.0,1674.2887,7.8101,1307.4,0.006,True
300,unet,conv_2d_nchw_fchw_8x128x128x960x1x1x320_f16xf16xf32_stride1,8,128,128,960,1,1,320,1,f16,f32,7250.0,191.7192,11.1077,1307.4,0.0085,True
301,unet,conv_2d_nchw_fchw_8x128x128x640x3x3x320_f16xf16xf32_stride1,8,128,128,640,3,3,320,1,f16,f32,56200.0,1402.5062,8.5976,1307.4,0.0066,True
302,unet,conv_2d_nchw_fchw_8x128x128x640x1x1x320_f16xf16xf32_stride1,8,128,128,640,1,1,320,1,f16,f32,4660.0,159.8049,11.5208,1307.4,0.0088,True
303,unet,conv_2d_nchw_fchw_8x128x128x320x3x3x16_f16xf16xf32_stride1,8,128,128,320,3,3,16,1,f16,f32,5500.0,127.1419,2.1963,1307.4,0.0017,True
